0,neg,neu,pos
pq,0.021333,0.14533,0
pouco,0,0,0
potter,0.017167,0.1495,0
plate,0.033611,0.27361,0.026111
peter,0.036,0.29733,0
perfecto,0,0,0
path,0,0.16667,0
pale,0,0,0
pal,0,0,0
painted,0,0.16667,0
paid,0.0093335,0.12378,0.033556
onto,0.039084,0.28042,0.013917
ol,0.029916,0.20775,0.095667
nu,0.034083,0.10658,0.026
nem,0,0.12466,0.042
named,0,0.089167,0.0775
muchas,0,0,0
mouth,0.008875,0.25979,0.064666
moms,0.031889,0.20378,0.097668
mom's,0.0088333,0.13217,0.025667
meses,0,0,0
mcdonalds,0.03125,0.22758,0.074583
matters,0,0.15534,0.011333
masa,0.025611,0.14106,0
mark,0.062167,0.25858,0.012667
madre,0.027834,0.17917,0.12633
mac,0.032278,0.26639,0.034667
liverpool,0.034667,0.132,0
lies,0.1075,0.2135,0.012334
latte,0,0.28767,0.045667
lap,0.0048333,0.13761,0.024222
known,0,0,0
knee,0.086335,0.23733,0.0096665
kkk,0,0.085,0.081667
keys,0.0385,0.12817,0
kangen,0,0,0
june,0.018722,0.13061,0.017334
judge,0,0.16667,0
journ\u00e9e,0,0,0
josh,0,0.14283,0.023833
jeans,0.034,0.29933,0
italy,0,0.31242,0.020917
incredible,0.028,0.099,0.039667
imma,0.031445,0.16639,0.1355
hockey,0,0,0
hermano,0,0,0
hecho,0,0.33333,0
heat,0,0,0
heartbroken,0.025833,0.21117,0.096333
harder,0.013,0.12734,0.19283
hai,0,0.13333,0.033333
guitar,0,0.15,0.016667
greatest,0,0.1085,0.05822
george,0,0.14617,0.0205
fuerte,0,0,0
fuckin,0,0,0
fucked,0.020834,0.061335,0.0845
frio,0,0,0
fotos,0,0,0
foot,0.024834,0.13134,0.0105
fitting,0.019167,0.1475,0
fistamn,0.0071111,0.30283,0.023389
finger,0,0.16667,0
finds,0,0.279,0.054333
figure,0,0.31,0.023334
fellow,0,0.15734,0.0093335
fazer,0,0,0
father's,0,0,0
faith,0,0.124,0.042667
faire,0,0,0
extremely,0.047778,0.24614,0.039417
exist,0.0395,0.11966,0.0075
ele,0.021333,0.14533,0
ed,0,0.094167,0.0725
doesnt,0.028722,0.28233,0.022278
display,0,0.309,0.024334
desperate,0.0775,0.089165,0
der,0.0058333,0.29008,0.037417
decide,0,0.21142,0.12191
dc,0.022166,0.13,0.0145
customer,0,0.11817,0.0485
crowd,0,0.24517,0.088165
crib,0.018167,0.0875,0.061
crack,0,0.079335,0.087335
coz,0,0.16667,0
competition,0,0.11259,0.054085
comer,0,0,0
clear,0,0,0
chill,0,0.16667,0
chelsea,0,0,0
chat,0.027834,0.13883,0
chart,0,0.12117,0.0455
cette,0,0.085167,0.0815
casi,0,0,0
career,0,0.15233,0.014334
cards,0,0.14883,0.017833
cap,0.015667,0.13117,0.019833
camper,0.017667,0.20559,0.11008
camino,0,0,0
button,0,0.11509,0.051585
bud,0.01525,0.10816,0.04325
boxes,0,0.15233,0.014334
boobs,0.060667,0.26108,0.011583
bio,0.0052778,0.15489,0.0064444
bigger,0,0.30717,0.026166
bestfriends,0,0.31267,0.020667
belle,0,0.33333,0
baby's,0.040833,0.074333,0.0515
awhile,0.0362,0.2846,0.012533
aunt,0.018667,0.11906,0.028944
august,0,0.15,0.016667
attempt,0.016667,0.11658,0.033417
attack,0.065639,0.22817,0.039584
atm,0,0.28975,0.043583
at\u00e9,0.015666,0.30025,0.017417
appreciate,0,0.13,0.036666
aka,0,0.25117,0.082167
agora,0.0975,0.19917,0.036666
addicted,0.0155,0.2485,0.069333
adam,0,0.12491,0.04175
\ud83d\ude4c,0,0,0
\ub9ce\uc774,0,0,0
\u2013,0,0,0
\u0e43\u0e2b\u0e21,0.011583,0.15508,0
\u0e25,0.021167,0.107,0.0385
\u0e02,0,0.16667,0
\u0443\u0442\u0440\u043e,0,0.16667,0
\u0443\u0436\u0435,0,0.16667,0
\u0441\u043f\u0430\u0441\u0438\u0431\u043e,0,0.16667,0
\u043d\u0435\u0442,0,0.16667,0
\u043a,0,0.1425,0.024167
\u0432\u0441\u0435\u043c,0.026333,0.14033,0
\u0431\u0435\u0437,0,0,0
@taylorswift13,0,0.11742,0.04925
@piccollage,0.015792,0.12825,0.022625
@flow935,0,0,0
@dlwnsghek,0,0,0
@bts_twt,0,0,0
@austinmahone,0,0.16667,0
@8,0,0,0
>>,0,0.16667,0
70,0.098667,0.23467,0
2-Jan,0.078611,0.20705,0.047667
#zombie,0,0,1
#yuck,0,0,1
#york,0,0,1
#yogurt,0,0.16667,0
#word,0,0,1
#when,0,0,1
#well,1,0,0
#weak,1,0,0
#vs,0,0,1
#vogue,0,0,1
#village,0,0.16667,0
#vector,0,0.16667,0
#twin,1,0,0
#tristezza,0,0,0
#trayvonmartin,0,0,0
#travelling,0,0,0
#toomuch,0,0,1
#thanksgod,0,0,1
#thai,0,0,1
#suck,1,0,0
#stripes,0,0,1
#starwars,1,0,0
#spoilt,0,0,1
#sparkles,0,0,1
#sometimes,0,0,0
#snowman,0,0.16667,0
#skull,0,0,0
#sign,0,0,1
#shy,0,0,1
#sayings,0,0.16667,0
#saying,1,0,0
#saudi,1,0,0
#saudades,0,0,1
#salon,0,0,1
#safe,0,0,1
#robot,1,0,0
#risas,0,0,0
#redvelvet,0,0,0
#qualitytime,0,0,1
#qatar,0,0,1
#prima,0,0.16667,0
#praying,1,0,0
#prayformh370,0,0,0
#posing,0,0.16667,0
#playground,0,0,1
#pinkhair,0,0,1
#photogrid,0,0,0
#perro,0,0.16667,0
#passed,0,0,0
#pakistan,0,0.16667,0
#our,0,0,1
#organic,0,0,0
#or,0,0,1
#ombre,0,0,1
#ohno,0,0,0
#notgood,0,0,1
#newspaper,0,0,0
#newhair,0,0,0
#newfriends,1,0,0
#nba,1,0,0
#myfriends,0,0,0
#mummy,0,0,1
#missu,0,0.16667,0
#missinghim,0,0,1
#michaelkors,1,0,0
#mentalhealth,0,0,1
#mansbestfriend,0,0,1
#mandela,0,0,0
#mademyday,0,0.16667,0
#luckygirl,0,0,0
#low,0,0,1
#lovethis,0,0.16667,0
#library,0,0,0
#lgbt,0,0,1
#letter,1,0,0
#letsgo,0,0,1
#leo,0,0,0
#lego,1,0,0
#learn,0,0,1
#lace,0,0,1
#kittens,0,0,1
#kindness,0,0,1
#keep,1,0,0
#karma,0,0,1
#jumper,0,0,1
#juice,0,0,1
#jk,0,0,0
#jeddah,0,0,1
#izmir,1,0,0
#iphone4s,0,0,1
#instamania,1,0,0
#instafoto,0,0,0
#illmissyou,1,0,0
#ifollowback,0,0,1
#icon,0,0,1
#hermoso,0,0,1
#herbalife,0,0,1
#healing,0,0.16667,0
#happyholidays,1,0,0
#graveyard,1,0,0
#goofy,0,0,1
#goodevening,0,0.16667,0
#goldenretriever,0,0,1
#goingout,0,0,1
#girlfriends,0,0,1
#gaming,0,0,1
#gaga,0,0,1
#fox,0,0.16667,0
#forget,0,0,1
#ford,0,0,1
#fluffy,0,0,0
#flappybird,0,0,0
#fav,0,0,1
#famous,0,0,0
#false,0,0,1
#fair,0,0,1
#faded,0,0,1
#endofsummer,0,0,1
#embarrassing,1,0,0
#elephant,0,0,1
#effect,0,0,1
#ears,1,0,0
#earrings,1,0,0
#dumb,1,0,0
#dramatic,1,0,0
#donuts,0,0,0
#diwali,0,0,1
#dia,0,0,1
#dexter,0,0,1
#desert,0,0,0
#decoration,0,0,1
#datenight,0,0,1
#dancers,0,0,1
#cruise,1,0,0
#confidence,0,0,1
#cone,1,0,0
#comebackhome,0,0,0
#cocktail,0,0,1
#closed,0,0,1
#chocolates,0,0.16667,0
#chanel,0,0,1
#challenge,0,0,1
#cd,0,0.16667,0
#cards,0,0,1
#buongiorno,0,0,1
#bun,0,0,1
#buenosdias,0,0.16667,0
#breakup,0,0,1
#blackfriday,0,0,1
#bkk,0,0,1
#beyourself,0,0,1
#beyonce,0,0,0
#belike,0,0,0
#belgium,0,0,1
#belated,0,0,1
#asiangirl,0,0,0
#airplane,0,0,1
#advice,1,0,0
#achievement,0,0,0
#abs,0,0,0
#\u0643\u0648\u064a\u062a,0,0,0
#\u0636\u062d\u0643,0,0,0
#25,0,0,0
#23,0,0,0
#100,1,0,0
#10,0,0,1
zo,0.038417,0.28275,0.012167
yu,0,0.16667,0
you'd,0.058833,0.2745,0
yesterday's,0,0.14267,0.024
xbox,0,0.24483,0.0885
writing,0.015666,0.12892,0.022083
works,0,0.2015,0.13183
wind,0.016334,0.30358,0.013416
website,0.023667,0.12183,0.021333
waste,0.03425,0.11925,0.013166
warning,0,0,0
walked,0,0,0
volta,0.073333,0.093333,0
viene,0,0,0
vais,0,0,0
ultima,0,0,0
tutto,0,0.16667,0
trouble,0,0,0
treats,0.0069444,0.24961,0.076778
trapped,0.06275,0.1185,0.15208
trabalhar,0,0.041667,0.125
tita,0.038,0.29533,0
tip,0,0.33333,0
tiburones,0,0,0
thru,0.026666,0.294,0.0125
tha,0,0.14213,0.024542
tgif,0,0,0
texas,0,0.11417,0.0525
teachers,0,0.2525,0.080834
tap,0,0.16667,0
t_t,0.019166,0.1475,0
swollen,0.03,0.13667,0
sugar,0,0.099835,0.066835
stick,0,0.087833,0.078833
sta,0.025333,0.29608,0.011917
sound,0.051333,0.22558,0.056417
sorrir,0,0.096665,0.07
soda,0.0525,0.21525,0.065584
social,0.0055835,0.14316,0.017916
siento,0,0.11116,0.0555
shoe,0,0.16667,0
shift,0,0,0
shape,0,0,0
sexta,0,0,0
selling,0.021417,0.21542,0.0965
search,0,0,0
sarah,0,0.30033,0.033
sandy,0,0.16667,0
retour,0,0,0
result,0.041667,0.125,0
reminder,0,0.16667,0
remembering,0,0.29983,0.0335
regram,0,0.10417,0.0625
regalos,0,0,0
quit,0,0,0
queria,0.036667,0.25783,0.038833
puts,0,0.2265,0.10683
puppies,0.070835,0.2625,0
pulled,0,0.10533,0.061335
profile,0,0.16667,0
possible,0,0.1405,0.026166
porto,0,0.30817,0.025167
poem,0,0,0
plans,0.015666,0.29267,0.025
pi\u00f9,0.00925,0.25083,0.07325
philip,0,0,0
perfection,0,0,0
peeps,0.056,0.11067,0
pasar,0,0.102,0.064667
parque,0,0.16667,0
parab\u00e9ns,0,0.16667,0
painful,0,0.095917,0.07075
ouch,0.0205,0.10142,0.04475
orlando,0,0.24783,0.0855
oreo,0,0.10067,0.066
ooo,0.034834,0.13184,0
ooh,0,0,0
offer,0.057667,0.064167,0.044833
oak,0.017583,0.14908,0
nutella,0,0.115,0.051667
nossa,0,0,0
nap,0.027834,0.1995,0.106
nalang,0,0.19183,0.1415
nak,0,0,0
musica,0,0,0
motivo,0,0.16667,0
molly,0.033833,0.24042,0.059083
mois,0.053667,0.113,0
mins,0.064165,0.091,0.0115
midnight,0.049167,0.091835,0.025666
melbourne,0,0,0
mate,0.089668,0.20728,0.036389
matching,0,0.31408,0.01925
matan,0,0,0
mario,0.047917,0.28541,0
mam,0.024,0.10517,0.0375
mala,0,0,0
major,0,0,0
magazine,0,0.16667,0
lyrics,0.015834,0.12016,0.03075
luz,0,0,0
llegar,0.0245,0.12775,0.014417
listo,0,0,0
lista,0,0.15533,0.011333
link,0,0.16667,0
lines,0.0081665,0.25675,0.068416
legend,0,0,0
labor,0,0.13734,0.029333
kuya,0,0.13167,0.035
kasi,0,0,0
jobs,0.019208,0.12804,0.019459
jacket,0.01,0.12055,0.036111
injured,0.13733,0.15342,0.042583
ily,0.074,0.092667,0
hunger,0.033084,0.20675,0.0935
humans,0,0,0
horses,0,0.16667,0
hoodie,0,0.094167,0.0725
hollywood,0,0,0
hermoso,0,0,0
gutted,0,0,0
guest,0,0.12566,0.041
guapo,0,0,0
grazie,0,0.10867,0.058
grace,0.0675,0.16917,0.096667
golden,0.023833,0.10994,0.032889
gardens,0,0.12383,0.042833
galau,0,0.29267,0.040667
french,0,0.29217,0.041167
fitness,0,0.10033,0.066333
fireworks,0,0.28092,0.052415
finishing,0.096167,0.16317,0.074
feriado,0,0,0
female,0,0.24242,0.090917
famous,0.0395,0.2525,0.041334
fallen,0.026833,0.24256,0.063944
excelente,0.047083,0.11958,0
ex,0,0.12917,0.0375
escola,0,0,0
entre,0,0.1005,0.066165
enjoyed,0.044833,0.25117,0.037333
empieza,0,0,0
emo,0,0.14816,0.0185
email,0.03725,0.12942,0
effects,0,0.16667,0
easier,0,0,0
dito,0,0.1155,0.051167
disorder,0.079,0.087665,0
describes,0,0.11367,0.053
demais,0,0,0
daniel,0,0.086167,0.0805
dam,0,0,0
dalam,0,0.11117,0.0555
credit,0.093333,0.20083,0.039166
cowboys,0.0625,0.24367,0.027
court,0,0.33333,0
cos\u00ec,0,0.24341,0.089917
cos,0.03,0.18483,0.1185
cory,0,0,0
code,0,0.33333,0
clock,0,0.08625,0.080417
cleaning,0.008125,0.31488,0.010334
chegou,0,0,0
cheesy,0,0.14392,0.02275
changing,0,0.2985,0.034834
carnaval,0,0,0
campus,0,0,0
cama,0,0.16667,0
burned,0.032917,0.28508,0.015333
buddies,0,0.16667,0
bubble,0.048,0.0865,0.032167
brighter,0,0.0735,0.093165
born,0,0.16667,0
boring,0.027667,0.2115,0.094167
bonjour,0,0.135,0.031667
bone,0.027834,0.3055,0
boat,0,0.266,0.067335
block,0.0375,0.29583,0
blind,0.033167,0.11967,0.014
blessing,0,0,0
birth,0.021167,0.1455,0
binnen,0.00425,0.13087,0.031542
beyond,0,0.070165,0.0965
belly,0.057585,0.10909,0
becuz,0,0,0
bbq,0,0.13117,0.0355
bare,0,0,0
balloon,0,0.201,0.13233
bae,0,0,0
aunque,0,0,0
artist,0,0.16667,0
amy,0.081278,0.24511,0.0069444
alex,0,0.16667,0
alam,0,0.11017,0.0565
adi\u00f3s,0,0,0
act,0.035833,0.13084,0
accept,0,0,0
\ue105,0.094167,0.2135,0.025666
\ud83c\udf81,0,0.109,0.057667
\uc0c8\ud574,0,0,0
\ubcf5,0,0,0
\ubc1b\uc73c\uc138\uc694,0,0,0
\ub2e4\ub4e4,0,0,0
\u2229,0.028167,0.11267,0.025833
\u2018,0,0.254,0.079333
\u0e2d\u0e19,0,0,0
\u0e0a,0,0.15584,0.010833
\u0e04\u0e27\u0e32\u0e21\u0e2a,0,0,0
\u043f\u043e,0,0.16667,0
\u043e\u0447\u0435\u043d\u044c,0,0.16667,0
\u043e\u043d,0,0.10167,0.065
\u043b\u0435\u0442\u043e,0.0335,0.11567,0.017333
\u0437\u0430,0,0,0
\u0434\u043e\u043c,0,0.16667,0
@zaynmalik,0,0.16667,0
@thalia,0,0.10117,0.0655
@louis_tomlinson,0,0.12028,0.046389
@ipostsadbitches,0,0,0
@footyjokesid,0,0,0
@dogrescuetweets,0,0,0
@ddlovato,0.021333,0.29134,0.020667
>>>,0,0,0
,0.015416,0.28925,0.028667
:-/,0.044722,0.10884,0.013111
31,0,0.081,0.085665
23,0.050165,0.1165,0
1er,0,0,0
#yup,0,0,1
#yumm,0,0,1
#yourself,0,0,1
#writing,0,0.16667,0
#worldcup,0,0,0
#woof,0,0,1
#wolf,0,0,1
#who,0,0,1
#weight,0,0,1
#weekends,0,0.16667,0
#vampire,0,0,1
#urban,0,0,1
#united,0,0,1
#trio,0,0,1
#tribute,1,0,0
#toocute,0,0,1
#todays,0,0,0
#titanic,0,0.16667,0
#thirsty,0,0,1
#technology,0,0,1
#tags,0,0,0
#tagforlike,0,0,1
#swing,0,0.33333,0
#sweetdreams,0,0,1
#start,0,0,1
#st,0,0,0
#springtime,0,0,0
#sports,0,0,0
#south,0,0,1
#soproud,0,0,1
#soleil,0,0,0
#softgrunge,0,0,0
#snowboard,0,0,1
#snap,0,0,1
#sketchbook,1,0,0
#sj,0,0,1
#shoutout,0,0,1
#shark,0,0,1
#sexta,0,0,1
#secret,1,0,0
#seattle,0,0,1
#say,0,0,1
#sanfrancisco,0,0,1
#salute,0,0,0
#sad\u0131kyakutbenimtemsilcimolamaz,0,0,0
#rich,0,0.16667,0
#retriever,0,0,1
#realshit,1,0,0
#rad,0,0,1
#quality,0,0,0
#purse,0,0,1
#purpose,0,0,1
#punk,0,0,1
#project,1,0,0
#print,0,0,1
#prague,0,0,1
#police,0,0,0
#planet,0,0.16667,0
#photoshop,0,0,0
#penguin,0,0,1
#peaceandlove,0,0,1
#palestine,0,0,0
#painful,0,0,1
#onepiece,0,0,0
#olympics,0,0,1
#oldschool,0,0,1
#nutrition,0,0.16667,0
#number,1,0,0
#noworries,0,0,1
#nom,0,0,1
#nolove,0,0,0
#noel,1,0,0
#newlife,0,0.16667,0
#netflix,0,0.16667,0
#naked,0,0.16667,0
#mybestfriend,0,0,1
#mufc,0,0,0
#motivated,0,0,1
#mondays,0,0,1
#modern,0,0,0
#models,0,0.16667,0
#missyoualready,0,0,1
#mint,0,0,0
#minsk,0,0,0
#miley,0,0,0
#message,0,0,1
#mermaid,0,0,1
#memorable,1,0,0
#max,0,0.16667,0
#mate,1,0,0
#marvel,0,0.16667,0
#manhattan,0,0,1
#mami,0,0.16667,0
#m\u00e9xico,0,0,1
#luv,1,0,0
#lunes,0,0,0
#lionking,0,0,1
#like4likes,0,0,1
#learning,1,0,0
#law,0,0,0
#killer,0,0.16667,0
#june,0,0,0
#jollibee,0,0,1
#jamaica,1,0,0
#ironic,1,0,0
#instalook,0,0,0
#instafamous,0,0,1
#insideout,0,0,0
#injury,0,0,0
#incredible,0,0,0
#iam,1,0,0
#hurricanesandy,0,0,0
#human,0,0,0
#huge,0,0,1
#horror,0,0.16667,0
#hollister,1,0,0
#hola,0,0,0
#hmm,0,0,0
#his,1,0,0
#hiking,0,0,1
#helpless,0,0,1
#hellyeah,0,0,1
#hell,0,0,1
#heartbreaker,0,0,0
#hardcore,0,0,0
#ha,0,0,1
#growing,1,0,0
#greysanatomy,0,0,0
#gracias,0,0,0
#google,0,0,1
#golden,0,0,1
#goinghome,0,0.16667,0
#godisgood,0,0,1
#give,0,0,0
#girlswithtattoos,0,0,0
#getting,1,0,0
#funnight,0,0,1
#friendly,0,0,0
#foodtrip,0,0,1
#focused,0,0,0
#fo,0,0,1
#flashback,0,0,0
#fight,1,0,0
#fds,0,0,0
#fathers,0,0,1
#evil,0,0,0
#equality,0,0.16667,0
#elegant,0,0,0
#drums,1,0,0
#drop,1,0,0
#dreambig,0,0,0
#dost,0,0,0
#disappointment,1,0,0
#dinosaur,0,0,1
#dimple,0,0,1
#different,0,0,0
#despicableme2,0,0,0
#despair,0,0,0
#del,0,0,0
#deer,1,0,0
#dear,0,0,0
#crew,0,0,1
#crack,1,0,0
#costarica,0,0,0
#contest,0,0,1
#cod,0,0,1
#classmate,0,0,0
#cemetery,0,0.16667,0
#celebrity,0,0,1
#can't,1,0,0
#campus,0,0,0
#campo,0,0,0
#cairo,0,0,0
#breaking,1,0,0
#brazilianboy,0,0.16667,0
#bowtie,0,0,1
#birthdayboy,1,0,0
#biology,0,0,1
#bicycle,0,0,1
#beyou,0,0,0
#beutiful,0,0.16667,0
#belief,0,0,0
#beagle,0,0.16667,0
#bank,1,0,0
#bands,0,0,0
#backtoreality,1,0,0
#aunt,1,0,0
#ass,0,0,1
#anonovo,0,0,1
#amore,0,0,0
#am,0,0,1
#almost,1,0,0
#adventuretime,0,0,1
#abudhabi,1,0,0
#abandoned,1,0,0
#a\u00f1onuevo,0,0.16667,0
#\u0644\u0648\u0644,0,0,0
#\u0634\u0645\u0631,0,0,0
#11,0,0,0
##ksa,0,0,0
zijn,0,0.28967,0.043667
ze,0,0.16667,0
world's,0,0,0
worked,0.029111,0.11439,0.023166
wondering,0.050167,0.28317,0
wolf,0,0,0
wins,0,0,0
winning,0.022333,0.11717,0.027
wings,0,0.33333,0
wifi,0.020111,0.10472,0.041833
whip,0.079279,0.21461,0.039444
weight,0.015834,0.13134,0.019333
weer,0.017944,0.29255,0.022778
weekends,0.049667,0.17633,0.10733
warrior,0,0,0
walang,0,0.11667,0.05
wa,0.036666,0.13,0
voir,0,0.16667,0
vive,0,0,0
visited,0,0.16667,0
visita,0,0.33333,0
villa,0,0.13175,0.034917
victoria,0,0.16667,0
valley,0,0.2235,0.10983
ulit,0,0.078,0.088667
typical,0,0.10067,0.066
type,0.015083,0.2725,0.04575
ty,0,0.116,0.050667
tx,0,0.11183,0.054833
trust,0.035833,0.10667,0.024167
tristeza,0,0,0
trick,0,0,0
trabajar,0,0.14533,0.021333
toys,0.035333,0.13133,0
torn,0.069665,0.097,0
tis,0,0.1115,0.055167
tim,0,0.16667,0
thousand,0,0,0
theatre,0.013333,0.107,0.046333
thailand,0.016583,0.29441,0.022417
teen,0,0,0
tank,0.0050417,0.28058,0.047708
taco,0.012722,0.14516,0.008778
sweetest,0.015,0.22683,0.091502
surf,0,0.11483,0.051833
suppose,0.064165,0.23317,0.036
suddenly,0.03025,0.24625,0.056833
storm,0,0.14766,0.019
status,0,0.13784,0.028834
standing,0,0.16667,0
squirrel,0.0335,0.0925,0.040667
speaking,0,0.16667,0
spam,0,0,0
spa,0,0.13262,0.034042
sonre\u00edr,0,0,0
snacks,0,0,0
smoothie,0,0.13417,0.0325
smells,0.022583,0.134,0.01
ski,0,0,0
shops,0,0.29483,0.0385
seymour,0,0,0
sex,0.036889,0.22797,0.068417
sera,0,0,0
semester,0.018333,0.12867,0.019666
sell,0.039417,0.11392,0.013333
sedih,0,0,0
scott,0,0.16667,0
saber,0.031334,0.13534,0
robin,0.018666,0.0935,0.0545
reyes,0.02525,0.09825,0.043167
report,0.02725,0.29583,0.01025
remains,0,0.23808,0.09525
quotestags_app,0,0,0
quand,0.1015,0.065167,0
promise,0.020833,0.2615,0.051
process,0,0.118,0.048667
princesa,0,0,0
primavera,0,0,0
pride,0,0.25822,0.07511
price,0.017167,0.30056,0.015611
prettiest,0,0.26517,0.068165
press,0,0,0
premiere,0.0058335,0.14272,0.018111
premier,0,0,0
pregnant,0,0.1305,0.036167
portugal,0.021167,0.11209,0.033417
pork,0,0,0
pleasure,0,0,0
played,0,0,0
pier,0.0425,0.12416,0
philippines,0.019667,0.232,0.081665
perspective,0,0,0
perfectly,0.0645,0.20783,0.061
perder,0,0,0
peque\u00f1a,0,0,0
peanut,0,0.0695,0.097167
paz,0,0,0
passion,0,0.12492,0.04175
partiu,0,0.052335,0.11434
panda,0.011834,0.11384,0.041
pala,0,0,0
pak,0,0.10017,0.0665
paint,0.040167,0.26033,0.032833
original,0,0.11983,0.046834
oppa,0,0,0
ontem,0.0195,0.1315,0.015667
olhar,0,0,0
oil,0.01025,0.31783,0.00525
ohio,0.046666,0.2045,0.082167
nuevos,0.013833,0.15283,0
nous,0,0.1345,0.032167
none,0.021167,0.1455,0
napoli,0,0.1215,0.045167
naked,0,0.33333,0
mouse,0.073944,0.23683,0.022555
mmm,0,0.11575,0.050915
mix,0.075833,0.23033,0.027333
minions,0,0,0
mexican,0,0.15444,0.012222
mentioned,0,0.080665,0.086
mejores,0,0,0
medicine,0.06375,0.14633,0.12325
med,0.037,0.23767,0.058667
meaning,0,0.12275,0.043916
mates,0,0.0505,0.11617
marry,0,0,0
marathon,0,0.16667,0
manila,0.019667,0.147,0
mamma,0,0.13034,0.036333
malaysia,0,0.23983,0.0935
mah,0.017916,0.098835,0.049917
loads,0,0,0
lived,0.046916,0.10959,0.010167
lip,0,0,0
lion,0,0.16667,0
lindos,0,0,0
leader,0,0,0
large,0.0141,0.29663,0.0226
kong,0.0555,0.11116,0
knocked,0.05425,0.10375,0.0086665
kk,0,0.1305,0.036166
ki,0,0,0
kept,0.036333,0.25617,0.040834
juan,0.027,0.13967,0
jr,0.039334,0.12734,0
jelly,0,0.30217,0.031334
jason,0.026166,0.1405,0
jam,0,0,0
jackson,0,0,0
ive,0,0.246,0.087333
italian,0,0.22425,0.10909
isto,0,0,0
iron,0,0.16667,0
irish,0,0,0
indo,0.032083,0.23917,0.062083
incredibly,0.0385,0.18983,0.10484
impossible,0,0.099667,0.067
importante,0,0.14067,0.026
huhuhu,0,0.10917,0.0575
hood,0.014889,0.27472,0.043722
homie,0.018666,0.25383,0.060833
hometown,0,0.12366,0.043
hmm,0,0.16667,0
hilarious,0.018111,0.25422,0.061
highlights,0,0.10867,0.058
grass,0.0385,0.12817,0
grandmother,0,0.11667,0.05
govt,0.018667,0.148,0
glee,0.022333,0.0865,0.057835
garage,0.021,0.13134,0.014334
fully,0,0.16667,0
follows,0,0,0
flip,0.004,0.12584,0.036833
filling,0,0.32375,0.0095833
ferry,0,0.14225,0.024417
fear,0.047667,0.119,0
factory,0.0575,0.10916,0
existe,0,0,0
everyone's,0,0.21483,0.1185
events,0,0.061,0.10567
estou,0,0.16667,0
espero,0,0.16667,0
especial,0,0.1185,0.048167
esa,0.050585,0.11608,0
epic,0.021167,0.12075,0.02475
engagement,0,0,0
empezar,0,0.16667,0
elephant,0.0105,0.15616,0
edition,0.022333,0.11717,0.027
echo,0.029,0.1575,0.14667
dudes,0,0.11808,0.048583
download,0,0,0
doe,0,0.16667,0
distance,0,0.061,0.10567
disneyland,0,0.16667,0
det,0,0.31608,0.01725
destination,0,0.27616,0.057167
delivered,0,0,0
deck,0.029,0.10067,0.036833
dave,0.054333,0.11233,0
cus,0.0089165,0.26758,0.056833
curls,0.009278,0.09272,0.064665
cures,0,0,0
covered,0,0.14266,0.024
cook,0,0.16667,0
conversation,0.015889,0.13245,0.018389
control,0,0,0
congratulations,0,0.123,0.043666
conference,0,0.099167,0.0675
comme,0,0.16667,0
comida,0,0.16667,0
coconut,0,0.16667,0
clouds,0.04225,0.22475,0.066417
clients,0.037917,0.11675,0.012
clearly,0,0.2455,0.087835
cijfer,0.0075741,0.13602,0.023074
christian,0.024167,0.10833,0.034167
chop,0.03675,0.12992,0
chip,0,0.16667,0
china,0,0.309,0.024334
checking,0.0605,0.10617,0
chair,0.0625,0.10416,0
centro,0,0,0
cantik,0,0,0
candle,0,0.12775,0.038917
cancelled,0.025583,0.18308,0.12467
camera360,0,0,0
calling,0,0,0
butter,0,0.0695,0.097167
bug,0.014583,0.13458,0.0175
brighten,0,0.1055,0.061165
brain,0,0.16667,0
bowling,0,0,0
bora,0,0,0
board,0,0.30433,0.029
bo,0,0,0
bitcoin,0,0,0
bestest,0,0.22125,0.11208
bell,0,0.33333,0
belated,0.11633,0.1415,0.0755
beers,0,0.16667,0
beans,0,0,0
bang,0.0365,0.0665,0.063665
baking,0,0,0
baked,0.0090835,0.28492,0.039417
bags,0.01425,0.2255,0.093498
babes,0.01875,0.18575,0.12883
b4,0,0.16667,0
awe,0.028667,0.28089,0.023778
available,0.014445,0.11833,0.033834
aun,0,0,0
asking,0.0465,0.28683,0
army,0,0.16667,0
animals,0.0575,0.10916,0
amount,0,0.16667,0
ama,0,0.13967,0.027
aja,0,0,0
aint,0,0.16667,0
ainda,0,0.12466,0.042
ahhhh,0,0,0
ahhh,0,0.040333,0.12633
against,0,0.27333,0.06
afraid,0,0,0
added,0,0.14808,0.018583
actual,0.0079167,0.20667,0.11875
accepted,0,0.1635,0.16983
\uff61,0.11817,0.18958,0.025583
\uff40,0,0.28467,0.048667
\uff0f,0,0.28822,0.045111
\ue418,0,0.21266,0.12067
\ue415,0,0.13142,0.03525
\ue107,0,0.16667,0
\ue00e,0,0.13739,0.029278
\ud83d\ude4d,0,0,0
\ud83d\udc99,0,0,0
\ud83d\udc94,0.012916,0.12491,0.028917
\ud83c\udf88,0,0,0
\ud83c\udf84,0,0.109,0.057667
\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164,0,0,0
\u2757,0,0,0
\u274c,0,0.069835,0.096835
\u2192,0,0,0
\u20e3,0,0.1035,0.063165
\u20ac,0,0.33333,0
\u200b,0,0,0
\u0e1f,0,0,0
\u0940,0,0.15859,0.0080835
