0,neg,neu,pos,
biggest,0,1,0,
bear,0,1,0,
american,0,1,0,
age,0,1,0,
ada,0,1,0,
\ud83d\ude22,0,1,0,
\ud83d\ude0d,0,1,0,
\u25bd,0,1,0,
17,0,1,0,
16,0,1,0,
/:,1,0,0,
#weightloss,0,1,0,
#watch,0,1,0,
#tech,0,1,0,
#sorrynotsorry,0,1,0,
#someone,0,1,0,
#ring,0,1,0,
#pitbull,0,1,0,
#paper,0,1,0,
#only,0,1,0,
#obsessed,1,0,0,
#more,0,1,0,
#loss,1,0,0,
#likeforfollow,0,1,0,
#july,0,1,0,
#ipod,0,1,0,
#instafriends,0,1,0,
#hero,0,0,1,
#hellokitty,0,1,0,
#gross,1,0,0,
#feels,0,1,0,
#fastandfurious,0,1,0,
#egg,0,1,0,
#dontcare,0,1,0,
#doctorwho,0,1,0,
#dancer,0,1,0,
#cumple,0,1,0,
#cooking,0,1,0,
#colorado,0,1,0,
#blondie,0,1,0,
#bella,0,1,0,
#aw,0,1,0,
#accident,1,0,0,
vez,0,1,0,
tour,0,1,0,
toda,0,1,0,
sums,0,1,0,
stickers,0,1,0,
stand,0,1,0,
safe,0,0,1,
realized,0,1,0,
re,0,1,0,
practice,0,1,0,
pass,0,1,0,
outfit,0,1,0,
official,0,1,0,
nigga,0,1,0,
mrs,0,1,0,
moved,0,1,0,
mo,0,1,0,
mini,0,1,0,
million,0,1,0,
mia,1,0,0,
message,0,1,0,
memorial,0,1,0,
mail,0,1,0,
loss,1,0,0,
king,0,1,0,
james,0,1,0,
ja,0,1,0,
husband,0,1,0,
heading,0,1,0,
grow,0,1,0,
group,0,1,0,
grande,0,1,0,
grade,0,1,0,
fair,0,0,1,
eso,0,1,0,
egg,0,1,0,
drinks,0,1,0,
cuddle,0,1,0,
crush,1,0,0,
cosas,0,1,0,
company,0,1,0,
chilling,1,0,0,
central,0,1,0,
brothers,0,1,0,
bridge,0,1,0,
boss,0,1,0,
bon,0,1,0,
begin,0,1,0,
a\u00f1os,0,1,0,
\ud83c\udf89,0,1,0,
\u0e4a,0,1,0,
\u0e2d\u0e22,0,1,0,
\u0645\u0646,0,1,0,
\u0443,0,1,0,
#week,0,1,0,
#twins,0,1,0,
#syria,0,1,0,
#summer2013,0,1,0,
#soon,0,1,0,
#sis,0,1,0,
#sexandlove,0,1,0,
#saturdaynight,0,1,0,
#rome,0,1,0,
#precious,0,0,1,
#pictures,0,1,0,
#nolife,0,1,0,
#naruto,0,1,0,
#moon,0,1,0,
#likeit,0,1,0,
#lesbian,0,1,0,
#lame,1,0,0,
#ladies,0,1,0,
#labrador,0,1,0,
#karaoke,0,1,0,
#journey,0,1,0,
#hoodie,0,1,0,
#hongkong,0,1,0,
#hipster,0,1,0,
#going,0,1,0,
#geek,1,0,0,
#frio,0,1,0,
#disco,0,1,0,
#despicableme,0,1,0,
#creepy,0,1,0,
#carnaval,0,1,0,
#care,0,0,1,
#cap,0,1,0,
#butterfly,0,1,0,
#boots,0,1,0,
#bluesky,0,1,0,
#berlin,0,1,0,
#before,0,1,0,
#balloon,0,1,0,
#amo,0,1,0,
##sad,0,1,0,
wtf,1,0,0,
workout,0,1,0,
waking,0,1,0,
vou,0,1,0,
viva,0,1,0,
vegas,0,1,0,
uno,0,1,0,
travel,0,1,0,
training,0,1,0,
tower,0,1,0,
table,0,1,0,
swear,1,0,0,
suck,1,0,0,
spot,0,1,0,
shoot,1,0,0,
scared,1,0,0,
ring,0,1,0,
primer,0,1,0,
petit,0,1,0,
monkey,0,1,0,
missin,0,1,0,
minute,0,1,0,
middle,0,1,0,
mga,0,1,0,
memory,0,1,0,
low,1,0,0,
lights,0,1,0,
level,0,1,0,
knowing,0,1,0,
kita,0,1,0,
joke,0,0,1,
jesus,0,1,0,
hug,0,0,1,
holding,0,1,0,
hasta,0,1,0,
grown,0,1,0,
gran,0,1,0,
father,0,1,0,
falling,1,0,0,
extra\u00f1o,0,1,0,
essa,0,1,0,
deal,0,1,0,
chris,0,1,0,
buena,0,1,0,
breaking,0,1,0,
bestie,0,1,0,
b-day,0,1,0,
apple,0,1,0,
amigo,0,1,0,
along,0,1,0,
agree,0,0,1,
adventure,0,0,1,
\u0e17,0,1,0,
\u043a\u0430\u043a,0,1,0,
>.<,1,0,0,
#NAME?,0,0,1,
3rd,0,1,0,
. .,0,0,0,
#zoo,0,1,0,
#welcome,0,0,1,
#verano,0,1,0,
#two,0,1,0,
#treat,0,0,1,
#traveling,0,1,0,
#text,0,1,0,
#teamfollowback,0,1,0,
#taptap,0,1,0,
#strawberry,0,1,0,
#snapchat,0,1,0,
#small,0,1,0,
#shop,0,1,0,
#really,0,1,0,
#power,0,1,0,
#poorly,0,1,0,
#plane,0,1,0,
#photos,0,1,0,
#pharrell,0,1,0,
#past,0,1,0,
#partiu,0,1,0,
#nothappy,0,1,0,
#nose,0,1,0,
#nailart,0,1,0,
#mybirthday,0,1,0,
#milk,0,1,0,
#messy,1,0,0,
#march,0,1,0,
#mall,0,1,0,
#lyrics,0,1,0,
#losangeles,0,1,0,
#lanadelrey,0,1,0,
#jewelry,0,1,0,
#ireland,0,1,0,
#iphone4,0,1,0,
#instasad,0,1,0,
#instachile,0,1,0,
#instababy,0,1,0,
#ins,0,1,0,
#hour,0,1,0,
#horrible,1,0,0,
#hollywood,0,1,0,
#happytime,0,1,0,
#greece,0,1,0,
#graffiti,0,1,0,
#goodafternoon,0,1,0,
#glitter,0,1,0,
#forest,0,1,0,
#fangirl,0,1,0,
#eu,0,1,0,
#emotion,0,1,0,
#directioner,0,1,0,
#dayoff,0,1,0,
#cuddles,0,1,0,
#converse,0,1,0,
#cinema,0,1,0,
#candles,0,1,0,
#camp,0,1,0,
#cafe,0,1,0,
#braces,0,1,0,
#babe,0,1,0,
#artwork,0,1,0,
#alive,0,0,1,
},0,0,0,
xoxo,0,0,1,
united,0,0,1,
truck,0,1,0,
test,0,1,0,
study,0,1,0,
starts,0,1,0,
stage,0,1,0,
sou,0,1,0,
serious,1,0,0,
saya,0,1,0,
quero,0,1,0,
quality,0,1,0,
pumpkin,0,1,0,
playa,0,1,0,
paradise,0,0,1,
painting,0,1,0,
opening,0,1,0,
op,0,1,0,
niggas,1,0,0,
natural,0,0,1,
movies,0,1,0,
mesmo,0,1,0,
lie,0,1,0,
legs,0,1,0,
joe,0,1,0,
jealous,1,0,0,
itu,0,1,0,
http://instagr.am,0,1,0,
highlight,0,0,1,
heard,0,1,0,
hat,0,1,0,
gifts,0,1,0,
gay,0,1,0,
furious,1,0,0,
funeral,1,0,0,
freedom,0,0,1,
flying,0,1,0,
flight,0,1,0,
flat,0,1,0,
finale,0,1,0,
feet,0,1,0,
exam,0,1,0,
disappointed,1,0,0,
din,0,1,0,
deep,0,1,0,
dancing,0,1,0,
currently,0,1,0,
chillin,0,1,0,
california,0,1,0,
buying,0,1,0,
blues,0,1,0,
awkward,1,0,0,
avec,0,1,0,
asleep,0,1,0,
ano,0,1,0,
animal,0,1,0,
\u0e22,0,1,0,
\u044d\u0442\u043e,0,1,0,
\u043c\u0435\u043d\u044f,0,1,0,
@10millionmiler,0,1,0,
-.-,0,1,0,
#worry,1,0,0,
#woo,0,0,1,
#three,0,1,0,
#that,0,1,0,
#takemeback,0,1,0,
#sugar,0,1,0,
#staystrong,0,1,0,
#statigram,0,1,0,
#sonrisa,0,1,0,
#society,0,1,0,
#sleeping,0,1,0,
#skate,0,1,0,
#shorthair,0,1,0,
#shoping,0,1,0,
#senioryear,0,1,0,
#selfportrait,0,1,0,
#santaswishlist,0,1,0,
#sandiego,0,1,0,
#retro,0,1,0,
#results,0,1,0,
#qotd,0,1,0,
#photographer,0,1,0,
#parents,0,1,0,
#nightlife,0,1,0,
#mountains,0,1,0,
#missingyou,0,1,0,
#missed,1,0,0,
#milan,0,1,0,
#ksa,0,1,0,
#kpop,0,1,0,
#korean,0,1,0,
#israel,0,1,0,
#instavideo,0,1,0,
#instanight,0,1,0,
#instafashion,0,1,0,
#hugs,0,0,1,
#homesweethome,0,1,0,
#homeless,0,1,0,
#hey,0,1,0,
#heels,0,1,0,
#goodmood,0,1,0,
#goodlife,0,1,0,
#goals,0,1,0,
#games,0,1,0,
#energy,0,0,1,
#eating,0,1,0,
#downtown,0,1,0,
#diva,0,1,0,
#darkness,1,0,0,
#creative,0,0,1,
#crash,1,0,0,
#corymonteith,0,1,0,
#come,0,1,0,
#can,0,1,0,
#business,0,1,0,
#box,0,1,0,
#boom,0,1,0,
#blogger,0,1,0,
#baseball,0,1,0,
#awkward,1,0,0,
#august,0,1,0,
#april,0,1,0,
within,0,1,0,
wild,0,1,0,
war,1,0,0,
voor,0,1,0,
tumblr,0,1,0,
trees,0,1,0,
ticket,0,1,0,
supposed,0,1,0,
somewhere,0,1,0,
society,0,1,0,
sm,0,1,0,
site,0,1,0,
showing,0,1,0,
shake,1,0,0,
selfies,0,1,0,
seaside,0,1,0,
s\u00e3o,0,1,0,
rio,0,1,0,
random,0,1,0,
prom,0,1,0,
pie,0,1,0,
pharrell,0,1,0,
pay,1,0,0,
pan,0,1,0,
pair,0,1,0,
pag,0,1,0,
p\u00e5,0,1,0,
ny,0,1,0,
north,0,1,0,
niece,0,1,0,
mornings,0,1,0,
mijn,0,1,0,
market,0,1,0,
mami,0,1,0,
luv,0,1,0,
losing,1,0,0,
letter,0,1,0,
laying,0,1,0,
jus,0,1,0,
imagine,0,1,0,
homework,0,1,0,
hole,0,1,0,
grey,0,0,1,
freaking,1,0,0,
florida,0,1,0,
fix,0,1,0,
fim,0,1,0,
festival,0,0,1,
faz,0,1,0,
fabulous,0,0,1,
exams,0,1,0,
everywhere,0,1,0,
estas,0,1,0,
ella,0,1,0,
dulu,0,1,0,
direction,0,1,0,
dies,0,1,0,
cutest,0,0,1,
completely,0,1,0,
changed,0,1,0,
centre,0,1,0,
celebration,0,1,0,
catch,0,1,0,
business,0,1,0,
boston,0,1,0,
bob,0,1,0,
beloved,0,0,1,
bella,0,1,0,
attention,0,1,0,
alegria,0,1,0,
add,0,1,0,
across,0,1,0,
^.^,0,1,0,
\uff09,0,1,0,
\ue411,0,1,0,
\ue056,0,1,0,
\ue022,0,1,0,
\u3011,0,1,0,
\u3010,0,1,0,
\u0e1e,0,1,0,
\u0e08,0,1,0,
\u0430,0,1,0,
D:,0,0,1,
. . .,0,0,0,
#your,0,1,0,
#xbox,0,1,0,
#wife,0,1,0,
#wait,0,1,0,
#tshirt,0,1,0,
#tasty,0,1,0,
#sydney,0,1,0,
#stop,1,0,0,
#spb,0,1,0,
#southafrica,0,1,0,
#sing,0,1,0,
#shot,0,1,0,
#scene,0,1,0,
#salad,0,1,0,
#sadbuttrue,0,1,0,
#rp,0,1,0,
#q8,0,1,0,
#pup,0,1,0,
#packing,0,1,0,
#october,0,1,0,
#obama,0,1,0,
#nikon,0,1,0,
#nfl,0,1,0,
#newlook,0,1,0,
#neverforget,0,1,0,
#milano,0,1,0,
#midnight,0,1,0,
#lover,0,0,1,
#loneliness,1,0,0,
#landscape,0,1,0,
#jordan,0,1,0,
#jealous,1,0,0,
#jakarta,0,1,0,
#its,0,1,0,
#italian,0,1,0,
#italia,0,1,0,
#instadroid,0,1,0,
#instacat,0,1,0,
#ily,0,0,1,
#iloveit,0,1,0,
#hiphop,0,1,0,
#happyhalloween,0,1,0,
#grandma,0,1,0,
#get,0,1,0,
#fans,0,1,0,
#europe,0,1,0,
#edm,0,1,0,
#edit,0,1,0,
#dying,0,1,0,
#depress,1,0,0,
#cuddle,0,1,0,
#cream,0,1,0,
#chile,0,1,0,
#case,0,1,0,
#caracas,0,1,0,
#browneyes,0,1,0,
#bedtime,0,1,0,
#beautifulday,0,1,0,
#beatiful,0,1,0,
#bangkok,0,1,0,
#banana,0,1,0,
#are,0,1,0,
#angels,0,1,0,
#android,0,1,0,
#africa,0,1,0,
#19,0,1,0,
zoo,0,1,0,
wont,0,1,0,
where's,0,1,0,
we'll,0,1,0,
voice,0,1,0,
visiting,0,1,0,
trop,0,1,0,
tout,1,0,0,
throw,0,1,0,
tempo,0,1,0,
teacher,0,1,0,
t-shirt,0,1,0,
stephen,0,1,0,
sono,0,1,0,
skin,0,1,0,
seja,0,1,0,
sei,0,1,0,
secret,0,1,0,
reasons,0,1,0,
qu\u00e9,0,1,0,
problems,1,0,0,
problem,1,0,0,
pre,0,1,0,
pieces,0,1,0,
pick,0,1,0,
pants,0,1,0,
nyc,0,1,0,
notice,0,1,0,
noches,0,1,0,
national,0,1,0,
mucho,0,1,0,
mim,0,1,0,
michael,0,1,0,
miami,0,1,0,
mexico,0,1,0,
merci,0,1,0,
mega,0,1,0,
mal,0,1,0,
list,0,1,0,
life's,0,1,0,
lazy,1,0,0,
kisses,0,0,1,
journey,0,1,0,
join,0,0,1,
john,0,1,0,
isso,0,1,0,
hermosa,0,1,0,
health,0,1,0,
headed,0,1,0,
handsome,0,0,1,
ground,0,1,0,
grateful,0,0,1,
goodness,0,0,1,
gives,0,1,0,
fruit,0,1,0,
france,0,1,0,
five,0,1,0,
fine,0,0,1,
enfin,0,1,0,
doggy,0,1,0,
describe,0,1,0,
course,0,1,0,
cada,0,1,0,
bisa,0,1,0,
amiga,0,1,0,
actor,0,1,0,
\u2b50,0,1,0,
\u0e44\u0e14,0,1,0,
\u0441\u0435\u0433\u043e\u0434\u043d\u044f,0,1,0,
\u00a9,0,1,0,
22,0,1,0,
#youtube,0,1,0,
#wishes,0,0,1,
#wacky,0,1,0,
#viernes,0,1,0,
#valentine,0,1,0,
#tummy,0,1,0,
#tristeza,0,1,0,
#thank,0,0,1,
#tflers,0,1,0,
#test,0,1,0,
#tequila,0,1,0,
#teddybear,0,1,0,
#tarde,0,1,0,
#talk,0,1,0,
#surf,0,1,0,
#suicide,1,0,0,
#studying,0,1,0,
#strange,1,0,0,
#stars,0,1,0,
#springbreak,0,1,0,
#sony,0,1,0,
#skirt,0,1,0,
#sinfiltro,0,1,0,
#silver,0,1,0,
#siblings,0,1,0,
#shoot,1,0,0,
#shocked,1,0,0,
#romantic,0,0,1,
#retweet,0,1,0,
#retrica,0,1,0,
#restaurant,0,1,0,
#read,0,1,0,
#rayban,0,1,0,
#rabbit,0,1,0,
#prayforboston,0,1,0,
#pop,0,1,0,
#poetry,0,1,0,
#piercings,0,1,0,
#pie,0,1,0,
#perfection,0,0,1,
#oreo,0,1,0,
#newyearseve,0,1,0,
#narsis,0,1,0,
#melbourne,0,1,0,
#marriage,0,1,0,
#made,0,1,0,
#lovelovelove,0,1,0,
#lovelove,0,1,0,
#likeback,0,1,0,
#kind,0,0,1,
#instanesia,0,1,0,
#instagramer,0,1,0,
#instadog,0,1,0,
#horses,0,1,0,
#homemade,0,1,0,
#harrystyles,0,1,0,
#hairstyle,0,1,0,
#gutted,0,1,0,
#greeneyes,0,1,0,
#grass,0,1,0,
#goth,0,1,0,
#got,0,1,0,
#from,0,1,0,
#fridaynight,0,1,0,
#flag,0,1,0,
#festa,0,1,0,
#fast,0,1,0,
#fairytail,0,1,0,
#drugs,0,1,0,
#disneyland,0,1,0,
#dimples,0,1,0,
#congrats,0,0,1,
#classic,0,1,0,
#cheeky,0,1,0,
#celebrations,0,1,0,
#cancer,1,0,0,
#cali,0,1,0,
#bus,0,1,0,
#buddy,0,1,0,
#bubbles,0,1,0,
#braziliangirl,0,1,0,
#boss,0,1,0,
#bliss,0,0,1,
#blessings,0,0,1,
#better,0,0,1,
#bandung,0,1,0,
#away,0,1,0,
#asia,0,1,0,
#argentina,0,1,0,
#allsmiles,0,1,0,
#\u0441\u0447\u0430\u0441\u0442\u044c\u0435,0,1,0,
#24,0,1,0,
#20,0,1,0,
#12,0,1,0,
youth,0,1,0,
yours,0,1,0,
yellow,0,1,0,
yard,0,1,0,
we've,0,1,0,
wala,0,1,0,
village,0,1,0,
version,0,1,0,
ultimo,0,1,0,
tus,0,1,0,
track,0,1,0,
tips,0,1,0,
tiene,0,1,0,
terrible,1,0,0,
terminal,0,1,0,
tells,0,1,0,
tear,0,1,0,
suis,0,1,0,
studying,0,1,0,
stopped,1,0,0,
socks,0,1,0,
simply,0,1,0,
sight,0,1,0,
sigh,0,0,1,
sabe,0,1,0,
raining,0,1,0,
queen,0,1,0,
project,0,1,0,
plaza,0,1,0,
player,0,1,0,
package,0,1,0,
pack,0,1,0,
online,0,1,0,
olha,0,1,0,
nowadays,0,1,0,
nearly,0,1,0,
mug,0,1,0,
mio,0,1,0,
miles,0,1,0,
mike,0,1,0,
march,0,1,0,
mar,0,1,0,
locked,0,1,0,
learning,0,1,0,
killing,1,0,0,
kami,0,1,0,
issue,0,1,0,
ipod,0,1,0,
inn,0,1,0,
honestly,0,0,1,
history,0,1,0,
hawaii,0,1,0,
hates,1,0,0,
hacer,0,1,0,
grill,0,1,0,
gold,0,1,0,
friendship,0,0,1,
film,0,1,0,
fiesta,0,0,1,
excuse,0,0,1,
esse,0,1,0,
ends,0,1,0,
encanta,0,1,0,
drop,1,0,0,
disfrutando,0,1,0,
design,0,1,0,
deserve,0,1,0,
dat,0,1,0,
daily,0,1,0,
coach,0,1,0,
ciao,0,1,0,
chinese,0,1,0,
chicago,0,1,0,
caf\u00e9,0,1,0,
ca,0,1,0,
busy,0,1,0,
bu,0,1,0,
brown,0,1,0,
blonde,0,1,0,
bebe,0,1,0,
bay,0,1,0,
ba,0,1,0,
awh,0,1,0,
anywhere,0,1,0,
alguien,0,1,0,
aku,0,1,0,
\uff08,0,1,0,
\u30fb,0,1,0,
\u26c5,0,1,0,
\u26bd,0,1,0,
\u0e19\u0e19,0,1,0,
\u060c,0,1,0,
\u0442\u0430\u043a,0,1,0,
\u0432\u043e\u0442,0,1,0,
\u00bb,0,1,0,
\u00ab,0,1,0,
Ooo,0,1,0,
@real_liam_payne,0,1,0,
@iambig7,0,1,0,
:|,1,0,0,
80,0,1,0,
#will,0,1,0,
#uniform,0,1,0,
#tweet,0,1,0,
#truck,0,1,0,
#toys,0,1,0,
#think,0,1,0,
#taylorswift,0,1,0,
#streetart,0,1,0,
#still,0,1,0,
#snapback,0,1,0,
#smart,0,0,1,
#shower,0,1,0,
#shots,0,1,0,
#shades,0,1,0,
#regram,0,1,0,
#puppies,0,1,0,
#playtime,0,1,0,
#pinay,0,1,0,
#nostalgia,0,1,0,
#nights,0,1,0,
#nervous,1,0,0,
#mustache,0,1,0,
#monkey,0,1,0,
#moda,0,1,0,
#mini,0,1,0,
#mexican,0,1,0,
#mama,0,1,0,
#lastyear,0,1,0,
#ladygaga,0,1,0,
#kuw,0,1,0,
#king,0,1,0,
#kfc,0,1,0,
#kawaii,0,1,0,
#instabest,0,1,0,
#iger,0,1,0,
#ied,0,1,0,
#husband,0,1,0,
#hostess,0,1,0,
#homesick,1,0,0,
#hockey,0,1,0,
#head,0,1,0,
#havefun,0,1,0,
#happy\uc299\uc299day,0,1,0,
#happines,0,1,0,
#hahaha,0,0,1,
#ghetto,0,1,0,
#gaza,0,1,0,
#frown,0,1,0,
#feelinggood,0,1,0,
#fatty,0,1,0,
#facts,0,1,0,
#ecuador,0,1,0,
#doll,0,1,0,
#cruel,1,0,0,
#connecticut,0,1,0,
#comedy,0,0,1,
#cheer,0,0,1,
#cars,0,1,0,
#cancun,0,1,0,
#breakingbad,0,1,0,
#bestie,0,1,0,
#another,0,1,0,
#american,0,1,0,
#420,0,1,0,
#22,0,1,0,
#18th,0,1,0,
#15,0,1,0,
yum,0,1,0,
wit,0,1,0,
williams,0,1,0,
whatever,0,1,0,
watched,0,1,0,
vi,0,1,0,
vacaciones,0,1,0,
tia,0,0,1,
teeth,0,1,0,
stress,1,0,0,
streets,0,1,0,
spirit,0,0,1,
songs,0,1,0,
someone's,0,1,0,
reunion,0,1,0,
results,0,1,0,
reminds,0,1,0,
putting,0,1,0,
purple,0,1,0,
pues,0,1,0,
praia,0,1,0,
poster,0,1,0,
pm,0,1,0,
plz,0,0,1,
pillow,0,1,0,
pelo,0,1,0,
parte,0,1,0,
otra,0,1,0,
nuestro,0,1,0,
nieuwe,0,1,0,
nadie,0,1,0,
moon,0,1,0,
mess,1,0,0,
meant,0,1,0,
mcdonald's,0,1,0,
married,0,1,0,
lugar,0,1,0,
laptop,0,1,0,
kkkk,0,1,0,
kills,1,0,0,
ji,0,1,0,
jersey,0,1,0,
japan,0,1,0,
january,0,1,0,
jadi,0,1,0,
j\u00e1,0,1,0,
inspiration,0,0,1,
idol,0,1,0,
huge,0,0,1,
hubby,0,1,0,
hopefully,0,0,1,
hola,0,1,0,
helping,0,0,1,
goal,0,1,0,
fixed,0,1,0,
finalmente,0,1,0,
filled,0,1,0,
fill,0,1,0,
fight,1,0,0,
felices,0,1,0,
falta,0,1,0,
fait,0,1,0,
experience,0,1,0,
esperando,0,1,0,
especially,0,1,0,
eres,0,1,0,
english,0,1,0,
england,0,1,0,
degrees,0,1,0,
dang,0,1,0,
crash,1,0,0,
cosa,0,1,0,
cooking,0,1,0,
cats,0,1,0,
buat,0,1,0,
brand,0,1,0,
bowl,0,1,0,
bonito,0,1,0,
bieber,0,1,0,
beginning,0,1,0,
arm,0,1,0,
antes,0,1,0,
adorable,0,0,1,
ad,0,1,0,
above,0,1,0,
\ue106,0,1,0,
\ud83d\ude04,0,1,0,
\u60b2\u5831,0,1,0,
\u270b,0,1,0,
\u26be,0,1,0,
\u0e44\u0e21,0,1,0,
\u0e30,0,1,0,
275,0,1,0,
25,0,1,0,
240,0,1,0,
#wild,0,1,0,
#wall,0,1,0,
#too,0,1,0,
#things,0,1,0,
#tennis,0,1,0,
#teddy,0,1,0,
#tb,0,1,0,
#surgery,0,1,0,
#superbowl,0,1,0,
#super,0,0,1,
#storyofmylife,0,1,0,
#sono,0,1,0,
#socal,0,1,0,
#samsung,0,1,0,
#roma,0,1,0,
#problems,1,0,0,
#post,0,1,0,
#pics,0,1,0,
#piano,0,1,0,
#pharrellwilliams,0,1,0,
#pastel,0,1,0,
#panama,0,1,0,
#openfollow,0,1,0,
#onesie,0,1,0,
#nothing,0,1,0,
#nostalgic,0,1,0,
#norway,0,1,0,
#nhl,0,1,0,
#much,0,1,0,
#mickeymouse,0,1,0,
#mean,0,1,0,
#may,0,1,0,
#macbook,0,1,0,
#lovers,0,0,1,
#longhairdontcare,0,1,0,
#lindo,0,1,0,
#leopard,0,1,0,
#leavers,0,1,0,
#laptop,0,1,0,
#jokes,0,0,1,
#instafamily,0,1,0,
#infinity,0,1,0,
#idk,1,0,0,
#idiot,1,0,0,
#hippie,0,1,0,
#helpme,0,1,0,
#headache,0,1,0,
#harry,0,1,0,
#happytummy,0,1,0,
#happyface,0,1,0,
#hangover,0,1,0,
#greatday,0,1,0,
#gray,0,1,0,
#goodbyes,0,1,0,
#glam,0,1,0,
#funday,0,1,0,
#flu,1,0,0,
#fitfam,0,1,0,
#fever,0,1,0,
#fb,0,1,0,
#farm,0,1,0,
#exams,0,1,0,
#everybody,0,1,0,
#event,0,1,0,
#dresses,0,1,0,
#denver,0,1,0,
#cup,0,1,0,
#crush,1,0,0,
#colourful,0,1,0,
#colombia,0,1,0,
#collection,0,1,0,
#choice,0,1,0,
#casual,0,0,1,
#calor,0,1,0,
#burger,0,1,0,
#bowling,0,1,0,
#blog,0,1,0,
#bedroom,0,1,0,
#barbie,0,1,0,
#baking,0,1,0,
#badmood,0,1,0,
#backtoschool,0,1,0,
#amsterdam,0,1,0,
#alegria,0,1,0,
#affirmation,0,1,0,
#911,0,1,0,
#4th,0,1,0,
year's,0,1,0,
yea,0,1,0,
yall,0,1,0,
wouldn't,0,1,0,
worse,1,0,0,
vem,0,1,0,
valentine's,0,1,0,
twin,0,1,0,
trabajo,0,1,0,
tous,0,1,0,
tough,1,0,0,
third,0,1,0,
t\u00e3o,0,1,0,
surprised,0,0,1,
supper,0,1,0,
students,0,1,0,
steve,0,1,0,
steak,0,1,0,
space,0,1,0,
soooo,0,1,0,
smart,0,0,1,
sing,0,1,0,
silly,0,0,1,
shall,0,1,0,
september,0,1,0,
selamat,0,1,0,
sana,0,1,0,
sam,0,1,0,
salad,0,1,0,
sabado,0,1,0,
s2,0,1,0,
rules,0,1,0,
roll,0,1,0,
rid,0,1,0,
relax,0,0,1,
record,0,1,0,
received,0,1,0,
puedo,0,1,0,
pro,0,1,0,
prima,0,1,0,
presente,0,1,0,
precious,0,0,1,
pose,0,1,0,
pop,0,1,0,
police,0,1,0,
plan,0,1,0,
places,0,1,0,
parking,0,1,0,
ordered,0,1,0,
nose,0,1,0,
niver,0,1,0,
ms,0,1,0,
moi,0,1,0,
minion,0,1,0,
meus,0,1,0,
messed,1,0,0,
m\u00e3e,0,1,0,
lately,0,1,0,
land,0,1,0,
keeping,0,1,0,
juice,0,1,0,
ipad,0,1,0,
honor,0,0,1,
himself,0,1,0,
hill,0,1,0,
hihi,0,1,0,
haciendo,0,1,0,
gusta,0,1,0,
ganas,0,1,0,
gak,0,1,0,
form,0,1,0,
flower,0,1,0,
filter,0,1,0,
field,0,1,0,
estamos,0,1,0,
er,0,1,0,
ela,0,1,0,
downtown,0,1,0,
difference,0,1,0,
diet,0,1,0,
desk,0,1,0,
david,0,1,0,
cupcake,0,1,0,
cuddles,0,1,0,
corner,0,1,0,
computer,0,1,0,
comfort,0,0,1,
colour,0,1,0,
charge,0,1,0,
cena,0,1,0,
cancer,1,0,0,
bueno,0,1,0,
brilliant,0,0,1,
bride,0,1,0,
bonne,0,1,0,
bf,0,1,0,
bet,0,1,0,
begins,0,1,0,
bean,0,1,0,
bapu,0,1,0,
banana,0,1,0,
background,0,1,0,
ay,0,1,0,
australia,0,1,0,
apartment,0,1,0,
ahead,0,1,0,
accurate,0,1,0,
\uff5e,0,1,0,
\ue412,0,1,0,
\ud83d\ude29,0,1,0,
\u064e,0,1,0,
\u0641\u064a,0,1,0,
\u043c\u044b,0,1,0,
@onedirection,0,1,0,
@ladygaga,0,1,0,
<\3,0,1,0,
270,0,1,0,
27,0,1,0,
21st,0,1,0,
#wood,0,1,0,
#watching,0,1,0,
#wahh,0,1,0,
#unfair,1,0,0,
#uncle,0,1,0,
#turnup,0,1,0,
#teenwolf,0,1,0,
#talent,0,0,1,
#stolen,1,0,0,
#speechless,0,1,0,
#spanish,0,1,0,
#sore,1,0,0,
#skinny,0,1,0,
#ski,0,1,0,
#shorts,0,1,0,
#shadow,0,1,0,
#sex,0,1,0,
#seriously,1,0,0,
#seaside,0,1,0,
#sale,0,1,0,
#sadday,0,1,0,
#rihanna,0,1,0,
#reunited,0,1,0,
#ratchet,0,1,0,
#rap,0,1,0,
#primos,0,1,0,
#prayer,0,1,0,
#pokemon,0,1,0,
#poem,0,1,0,
#pictureoftheday,0,1,0,
#photobooth,0,1,0,
#personal,0,1,0,
#notfair,0,1,0,
#nomnom,0,1,0,
#myworld,0,1,0,
#mygirl,0,1,0,
#mubarak,0,1,0,
#mia,1,0,0,
#mh370,0,1,0,
#mess,1,0,0,
#medicine,0,1,0,
#married,0,1,0,
#marathon,0,1,0,
#mar,0,1,0,
#loveme,0,1,0,
#livelife,0,1,0,
#lifequotes,0,1,0,
#li,0,1,0,
#laughs,0,0,1,
#instasmile,0,1,0,
#independence,0,1,0,
#i_am,0,1,0,
#honey,0,1,0,
#hkig,0,1,0,
#here,0,1,0,
#hehe,0,1,0,
#hardwork,0,1,0,
#happyness,0,1,0,
#happydays,0,1,0,
#group,0,1,0,
#grandmother,0,1,0,
#german,0,1,0,
#funtime,0,1,0,
#fuckyou,0,1,0,
#festive,0,0,1,
#fantasy,0,1,0,
#education,0,1,0,
#duckface,0,1,0,
#don't,0,1,0,
#diy,0,1,0,
#dirty,1,0,0,
#cycling,0,1,0,
#cuties,0,0,1,
#ctshooting,0,1,0,
#cover,0,1,0,
#comic,0,1,0,
